Location,FIPS,Diabetes_Prevalence_Both_Sexes
Saluda County,45081,16.98
Spartanburg County,45083,15.9
Sumter County,45085,18.61
Union County,45087,17.37
Williamsburg County,45089,21.12
York County,45091,14.72
Aurora County,46003,11.96
Beadle County,46005,12.61
Bennett County,46007,18.48
Bon Homme County,46009,12.17
Brookings County,46011,11.1
Brown County,46013,11.67
Brule County,46015,11.89
Buffalo County,46017,22.74
Butte County,46019,12.2
Campbell County,46021,12.08
Charles Mix County,46023,14.46
Clark County,46025,12.23
Clay County,46027,12.28
Codington County,46029,11.59
Corson County,46031,19.54
Custer County,46033,11.33
Davison County,46035,11.55
Day County,46037,12.63
Deuel County,46039,11.65
Dewey County,46041,19.44
Douglas County,46043,11.9
Edmunds County,46045,11.48
Fall River County,46047,12.66
Faulk County,46049,11.94
Grant County,46051,11.57
Gregory County,46053,12.7
Haakon County,46055,11.61
Hamlin County,46057,11.8
Hand County,46059,11.63
Hanson County,46061,11.67
Harding County,46063,11.7
Hughes County,46065,11.97
Hutchinson County,46067,11.53
Hyde County,46069,12.76
Jackson County,46071,16.52
Jerauld County,46073,12.03
Jones County,46075,12.32
Kingsbury County,46077,11.53
Lake County,46079,11.3
Lawrence County,46081,10.97
Lincoln County,46083,9.81
Lyman County,46085,14.93
McCook County,46087,11.82
McPherson County,46089,12.37
Marshall County,46091,12.64
Meade County,46093,11.74
Mellette County,46095,18.09
Miner County,46097,11.89
Minnehaha County,46099,11.84
Moody County,46101,12.43
Oglala Lakota County,46102,25.12
Pennington County,46103,11.72
Perkins County,46105,12.26
Potter County,46107,12.05
Roberts County,46109,14.8
Sanborn County,46111,12.21
Spink County,46115,11.69
Stanley County,46117,11.83
Sully County,46119,11.59
Todd County,46121,22.86
Tripp County,46123,12.37
Turner County,46125,11.8
Union County,46127,10.05
Walworth County,46129,12.91
Yankton County,46135,11.0
Ziebach County,46137,21.35
Anderson County,47001,14.82
Bedford County,47003,15.55
Benton County,47005,15.5
Bledsoe County,47007,16.09
Blount County,47009,14.3
Bradley County,47011,15.47
Campbell County,47013,16.6
Cannon County,47015,14.88
Carroll County,47017,15.61
Carter County,47019,16.19
Cheatham County,47021,13.92
Chester County,47023,16.29
Claiborne County,47025,16.56
Clay County,47027,15.88
Cocke County,47029,16.11
Coffee County,47031,14.69
Crockett County,47033,16.9
Cumberland County,47035,14.87
Davidson County,47037,15.24
Decatur County,47039,15.16
DeKalb County,47041,15.75
Dickson County,47043,14.63
Dyer County,47045,15.2
Fayette County,47047,15.7
Fentress County,47049,16.22
Franklin County,47051,14.46
Gibson County,47053,16.54
Giles County,47055,15.23
Grainger County,47057,15.94
Greene County,47059,15.55
Grundy County,47061,16.37
Hamblen County,47063,16.35
Hamilton County,47065,14.9
Hancock County,47067,17.2
Hardeman County,47069,19.77
Hardin County,47071,15.89
Hawkins County,47073,15.94
Haywood County,47075,20.06
Henderson County,47077,16.11
Henry County,47079,14.79
Hickman County,47081,15.45
Houston County,47083,15.08
Humphreys County,47085,14.42
Jackson County,47087,15.96
Jefferson County,47089,15.06
Johnson County,47091,16.26
Knox County,47093,13.57
Lake County,47095,19.43
Lauderdale County,47097,18.85
Lawrence County,47099,14.97
Lewis County,47101,14.81
Lincoln County,47103,14.81
Loudon County,47105,14.22
McMinn County,47107,15.47
McNairy County,47109,16.26
Macon County,47111,15.61
Madison County,47113,16.15
Marion County,47115,15.02
Marshall County,47117,15.28
Maury County,47119,14.91
Meigs County,47121,15.8
Monroe County,47123,15.01
Montgomery County,47125,15.81
Moore County,47127,14.39
Morgan County,47129,16.22
Obion County,47131,15.43
Overton County,47133,15.02
Perry County,47135,15.44
Pickett County,47137,15.14
Polk County,47139,14.7
Putnam County,47141,15.23
Rhea County,47143,15.86
Roane County,47145,15.16
Robertson County,47147,14.81
Rutherford County,47149,14.84
Scott County,47151,16.18
Sequatchie County,47153,15.4
Sevier County,47155,14.96
Shelby County,47157,17.58
Smith County,47159,15.05
Stewart County,47161,14.77
Sullivan County,47163,14.45
Sumner County,47165,14.19
Tipton County,47167,15.81
Trousdale County,47169,16.37
Unicoi County,47171,15.23
Union County,47173,16.46
Van Buren County,47175,15.91
Warren County,47177,16.12
Washington County,47179,13.59
Wayne County,47181,15.7
Weakley County,47183,15.06
White County,47185,15.29
Williamson County,47187,11.05
Wilson County,47189,14.25
Anderson County,48001,16.55
Andrews County,48003,16.5
Angelina County,48005,16.4
Aransas County,48007,15.78
Archer County,48009,13.07
Armstrong County,48011,12.75
Atascosa County,48013,18.49
Austin County,48015,14.33
Bailey County,48017,16.84
Bandera County,48019,13.99
Bastrop County,48021,15.29
Baylor County,48023,14.02
Bee County,48025,19.82
Bell County,48027,14.6
Bexar County,48029,17.95
Blanco County,48031,12.91
Borden County,48033,12.54
Bosque County,48035,14.33
Bowie County,48037,15.61
Brazoria County,48039,14.96
Brazos County,48041,15.1
Brewster County,48043,14.42
Briscoe County,48045,14.56
Brooks County,48047,23.76
Brown County,48049,14.33
Burleson County,48051,15.43
Burnet County,48053,13.48
Caldwell County,48055,17.38
Calhoun County,48057,16.7
Callahan County,48059,14.08
Cameron County,48061,22.27
Camp County,48063,16.6
Carson County,48065,12.85
Cass County,48067,15.71
Castro County,48069,17.5
Chambers County,48071,14.88
Cherokee County,48073,16.27
Childress County,48075,15.05
Clay County,48077,13.4
Cochran County,48079,17.31
Coke County,48081,13.5
Coleman County,48083,14.83
Collin County,48085,12.98
Collingsworth County,48087,15.65
Colorado County,48089,15.44
Comal County,48091,13.27
Comanche County,48093,14.92
Concho County,48095,18.0
Cooke County,48097,13.91
Coryell County,48099,15.77
Cottle County,48101,16.07
Crane County,48103,16.89
Crockett County,48105,18.1
Crosby County,48107,17.78
Culberson County,48109,20.13
Dallam County,48111,15.52
Dallas County,48113,17.08
Dawson County,48115,18.66
Deaf Smith County,48117,18.27
Delta County,48119,14.74
Denton County,48121,13.61
DeWitt County,48123,16.82
Dickens County,48125,15.87
Dimmit County,48127,21.91
Donley County,48129,14.41
Duval County,48131,22.96
Eastland County,48133,14.69
Ector County,48135,17.45
Edwards County,48137,17.23
Ellis County,48139,15.38
El Paso County,48141,20.41
Erath County,48143,14.26
Falls County,48145,17.91
Fannin County,48147,14.83
Fayette County,48149,14.27
Fisher County,48151,15.22
Floyd County,48153,17.25
Foard County,48155,15.02
Fort Bend County,48157,14.54
Franklin County,48159,14.09
Freestone County,48161,15.85
Frio County,48163,22.14
Gaines County,48165,16.66
Galveston County,48167,13.96
Garza County,48169,18.03
Gillespie County,48171,12.07
Glasscock County,48173,14.06
Goliad County,48175,16.09
Gonzales County,48177,17.51
Gray County,48179,15.46
Grayson County,48181,14.3
Gregg County,48183,15.67
Grimes County,48185,16.3
Guadalupe County,48187,15.66
Hale County,48189,18.45
Hall County,48191,16.56
Hamilton County,48193,13.55
Hansford County,48195,14.93
Hardeman County,48197,14.97
Hardin County,48199,14.54
Harris County,48201,16.9
Harrison County,48203,16.26
Hartley County,48205,13.53
Haskell County,48207,15.82
Hays County,48209,14.33
Hemphill County,48211,13.51
Henderson County,48213,15.19
Hidalgo County,48215,22.31
Hill County,48217,15.06
Hockley County,48219,15.99
Hood County,48221,13.44
Hopkins County,48223,14.69
Houston County,48225,16.94
Howard County,48227,17.03
Hudspeth County,48229,21.4
Hunt County,48231,15.42
Hutchinson County,48233,14.91
Irion County,48235,14.41
Jack County,48237,14.65
Jackson County,48239,15.73
Jasper County,48241,16.13
Jeff Davis County,48243,14.11
Jefferson County,48245,18.06
Jim Hogg County,48247,22.15
Jim Wells County,48249,20.83
Johnson County,48251,14.95
Jones County,48253,16.18
Karnes County,48255,18.72
Kaufman County,48257,15.5
Kendall County,48259,11.52
Kenedy County,48261,20.7
Kent County,48263,13.43
Kerr County,48265,13.95
Kimble County,48267,14.73
King County,48269,13.67
Kinney County,48271,17.79
Kleberg County,48273,20.13
Knox County,48275,16.18
Lamar County,48277,15.5
Lamb County,48279,17.32
Lampasas County,48281,13.58
La Salle County,48283,22.5
Lavaca County,48285,14.68
Lee County,48287,15.15
Leon County,48289,14.73
Liberty County,48291,16.48
Limestone County,48293,16.53
Lipscomb County,48295,14.33
Live Oak County,48297,16.4
Llano County,48299,12.68
Loving County,48301,16.54
Lubbock County,48303,14.82
Lynn County,48305,16.4
McCulloch County,48307,15.55
McLennan County,48309,15.61
McMullen County,48311,15.92
Madison County,48313,16.47
Marion County,48315,16.54
Martin County,48317,15.84
Mason County,48319,14.01
Matagorda County,48321,17.51
Maverick County,48323,23.61
Medina County,48325,16.83
Menard County,48327,16.41
Midland County,48329,14.93
Milam County,48331,15.72
Mills County,48333,13.86
Mitchell County,48335,16.88
Montague County,48337,14.0
Montgomery County,48339,13.74
Moore County,48341,17.02
Morris County,48343,16.54
Motley County,48345,14.18
Nacogdoches County,48347,15.93
Navarro County,48349,16.08
Newton County,48351,17.18
Nolan County,48353,16.38
Nueces County,48355,18.19
Ochiltree County,48357,15.66
Oldham County,48359,13.25
Orange County,48361,15.59
Palo Pinto County,48363,14.83
Panola County,48365,15.32
Parker County,48367,13.56
Parmer County,48369,16.85
Pecos County,48371,18.98
Polk County,48373,15.4
Potter County,48375,15.86
Presidio County,48377,20.55
Rains County,48379,14.44
Randall County,48381,12.77
Reagan County,48383,17.26
Real County,48385,15.22
Red River County,48387,16.06
Reeves County,48389,21.86
Refugio County,48391,17.87
Roberts County,48393,12.07
Robertson County,48395,16.33
Rockwall County,48397,12.96
Runnels County,48399,15.54
Rusk County,48401,16.27
Sabine County,48403,15.46
San Augustine County,48405,17.33
San Jacinto County,48407,15.46
San Patricio County,48409,18.46
San Saba County,48411,15.19
Schleicher County,48413,15.99
Scurry County,48415,15.36
Shackelford County,48417,13.14
Shelby County,48419,16.79
Sherman County,48421,14.35
Smith County,48423,14.4
Somervell County,48425,13.19
Starr County,48427,26.38
Stephens County,48429,14.67
Sterling County,48431,15.33
Stonewall County,48433,14.01
Sutton County,48435,16.28
Swisher County,48437,16.48
Tarrant County,48439,16.24
Taylor County,48441,14.51
Terrell County,48443,16.88
Terry County,48445,17.93
Throckmorton County,48447,13.34
Titus County,48449,16.11
Tom Green County,48451,15.46
Travis County,48453,13.49
Trinity County,48455,15.59
Tyler County,48457,15.12
Upshur County,48459,14.88
Upton County,48461,17.12
Uvalde County,48463,19.45
Val Verde County,48465,20.49
Van Zandt County,48467,14.56
Victoria County,48469,16.68
Walker County,48471,16.43
Waller County,48473,16.58
Ward County,48475,17.59
Washington County,48477,14.39
Webb County,48479,24.25
Wharton County,48481,17.18
Wheeler County,48483,14.12
Wichita County,48485,15.01
Wilbarger County,48487,15.69
Willacy County,48489,23.04
Williamson County,48491,13.09
Wilson County,48493,15.53
Winkler County,48495,17.62
Wise County,48497,13.96
Wood County,48499,14.08
Yoakum County,48501,16.38
Young County,48503,14.31
Zapata County,48505,22.96
Zavala County,48507,23.76
Beaver County,49001,11.59
Box Elder County,49003,12.7
Cache County,49005,12.44
Carbon County,49007,12.8
Daggett County,49009,11.67
Davis County,49011,12.09
Duchesne County,49013,11.99
Emery County,49015,12.08
Garfield County,49017,11.56
Grand County,49019,11.27
Iron County,49021,11.95
Juab County,49023,12.12
Kane County,49025,11.12
Millard County,49027,12.09
Morgan County,49029,10.3
Piute County,49031,12.91
Rich County,49033,12.11
Salt Lake County,49035,12.25
San Juan County,49037,16.39
Sanpete County,49039,12.08
Sevier County,49041,12.28
Summit County,49043,9.2
Tooele County,49045,13.49
Uintah County,49047,12.66
Utah County,49049,11.79
Wasatch County,49051,10.95
Washington County,49053,10.9
Wayne County,49055,11.32
Weber County,49057,13.23
Addison County,50001,10.53
Bennington County,50003,10.93
Caledonia County,50005,11.22
Chittenden County,50007,9.92
Essex County,50009,12.88
Franklin County,50011,11.48
Grand Isle County,50013,10.43
Lamoille County,50015,10.4
Orange County,50017,10.77
Orleans County,50019,11.36
Rutland County,50021,11.78
Washington County,50023,10.42
Windham County,50025,11.04
Windsor County,50027,10.41
Accomack County,51001,16.7
Albemarle County,51003,12.2
Alleghany County,51005,13.18
Amelia County,51007,15.58
Amherst County,51009,15.93
Appomattox County,51011,15.5
Arlington County,51013,10.81
Augusta County,51015,13.96
Bath County,51017,13.73
Bedford County,51019,13.78
Bland County,51021,15.02
Botetourt County,51023,12.93
Brunswick County,51025,19.08
Buchanan County,51027,17.42
Buckingham County,51029,17.77
Campbell County,51031,15.1
Caroline County,51033,16.55
Carroll County,51035,14.11
Charles City County,51036,19.77
Charlotte County,51037,16.37
Chesterfield County,51041,13.55
Clarke County,51043,12.72
Craig County,51045,14.28
Culpeper County,51047,14.43
Cumberland County,51049,16.96
Dickenson County,51051,17.16
Dinwiddie County,51053,17.05
Essex County,51057,16.94
Fairfax County,51059,10.97
Fauquier County,51061,12.72
Floyd County,51063,14.24
Fluvanna County,51065,13.35
Franklin County,51067,14.23
Frederick County,51069,13.14
Giles County,51071,14.37
Gloucester County,51073,13.81
Goochland County,51075,12.3
Grayson County,51077,15.14
Greene County,51079,13.23
Greensville County,51081,20.15
Halifax County,51083,16.45
Hanover County,51085,12.72
Henrico County,51087,13.85
Henry County,51089,16.39
Highland County,51091,13.86
Isle of Wight County,51093,14.65
James City County,51095,12.73
King and Queen County,51097,16.41
King George County,51099,13.8
King William County,51101,14.8
Lancaster County,51103,14.63
Lee County,51105,17.09
Loudoun County,51107,12.36
Louisa County,51109,14.83
Lunenburg County,51111,17.75
Madison County,51113,14.02
Mathews County,51115,13.13
Mecklenburg County,51117,16.28
Middlesex County,51119,14.35
Montgomery County,51121,14.25
Nelson County,51125,14.0
New Kent County,51127,13.78
Northampton County,51131,16.96
Northumberland County,51133,13.84
Nottoway County,51135,17.57
Orange County,51137,13.71
Page County,51139,14.3
Patrick County,51141,15.04
Pittsylvania County,51143,16.97
Powhatan County,51145,13.04
Prince Edward County,51147,16.6
Prince George County,51149,15.91
Prince William County,51153,14.49
Pulaski County,51155,14.71
Rappahannock County,51157,12.75
Richmond County,51159,17.25
Roanoke County,51161,12.4
Rockbridge County,51163,13.88
Rockingham County,51165,14.52
Russell County,51167,16.34
Scott County,51169,16.04
Shenandoah County,51171,13.54
Smyth County,51173,15.06
Southampton County,51175,17.6
Spotsylvania County,51177,14.18
Stafford County,51179,13.63
Surry County,51181,17.95
Sussex County,51183,20.23
Tazewell County,51185,15.91
Warren County,51187,13.83
Washington County,51191,14.02
Westmoreland County,51193,16.81
Wise County,51195,17.53
Wythe County,51197,14.45
York County,51199,16.01
Alexandria City,51510,11.76
Bristol City,51520,17.13
Buena Vista City,51530,13.88
Charlottesville City,51540,12.2
Chesapeake City,51550,15.89
Colonial Heights City,51570,14.0
Covington City,51580,16.33
Danville City,51590,16.97
Emporia City,51595,20.15
Fairfax City,51600,10.97
Falls Church City,51610,9.4
Franklin City,51620,17.6
Fredericksburg City,51630,14.18
Galax City,51640,16.99
Hampton City,51650,18.95
Harrisonburg City,51660,14.52
Hopewell City,51670,19.75
Lexington City,51678,16.07
Lynchburg City,51680,15.42
Manassas City,51683,14.49
Manassas Park City,51685,14.49
Martinsville City,51690,19.95
Newport News City,51700,16.01
Norfolk City,51710,17.84
Norton City,51720,15.88
Petersburg City,51730,23.4
Poquoson City,51735,12.23
Portsmouth City,51740,19.89
Radford City,51750,15.89
Richmond City,51760,17.39
Roanoke City,51770,16.43
Salem City,51775,13.0
Staunton City,51790,13.96
Suffolk City,51800,16.2
Virginia Beach City,51810,14.38
Waynesboro City,51820,13.96
Williamsburg City,51830,12.73
Winchester City,51840,13.96
Adams County,53001,16.56
Asotin County,53003,12.9
Benton County,53005,12.86
Chelan County,53007,12.4
Clallam County,53009,12.08
Clark County,53011,13.03
Columbia County,53013,12.82
Cowlitz County,53015,13.43
Douglas County,53017,13.34
Ferry County,53019,14.19
Franklin County,53021,16.04
Garfield County,53023,12.06
Grant County,53025,14.73
Grays Harbor County,53027,14.88
Island County,53029,11.81
Jefferson County,53031,11.12
King County,53033,11.57
Kitsap County,53035,12.27
Kittitas County,53037,12.08
Klickitat County,53039,12.8
Lewis County,53041,13.55
Lincoln County,53043,12.15
Mason County,53045,13.46
Okanogan County,53047,13.66
Pacific County,53049,13.62
Pend Oreille County,53051,12.72
Pierce County,53053,13.67
San Juan County,53055,10.07
Skagit County,53057,12.4
Skamania County,53059,12.91
Snohomish County,53061,13.29
Spokane County,53063,12.32
Stevens County,53065,12.73
Thurston County,53067,13.09
Wahkiakum County,53069,13.11
Walla Walla County,53071,12.86
Whatcom County,53073,12.01
Whitman County,53075,12.93
Yakima County,53077,16.08
Barbour County,54001,15.11
Berkeley County,54003,14.82
Boone County,54005,16.74
Braxton County,54007,15.74
Brooke County,54009,14.83
Cabell County,54011,15.56
Calhoun County,54013,16.4
Clay County,54015,16.69
Doddridge County,54017,15.59
Fayette County,54019,16.14
Gilmer County,54021,16.96
Grant County,54023,14.48
Greenbrier County,54025,14.12
Hampshire County,54027,15.36
Hancock County,54029,14.62
Hardy County,54031,14.91
Harrison County,54033,14.42
Jackson County,54035,15.57
Jefferson County,54037,13.87
Kanawha County,54039,14.72
Lewis County,54041,14.43
Lincoln County,54043,17.62
Logan County,54045,16.97
McDowell County,54047,19.88
Marion County,54049,14.67
Marshall County,54051,14.42
Mason County,54053,16.24
Mercer County,54055,16.37
Mineral County,54057,14.72
Mingo County,54059,17.55
Monongalia County,54061,13.69
Monroe County,54063,15.0
Morgan County,54065,14.53
Nicholas County,54067,14.74
Ohio County,54069,13.23
Pendleton County,54071,14.36
Pleasants County,54073,15.27
Pocahontas County,54075,14.65
Preston County,54077,14.62
Putnam County,54079,14.89
Raleigh County,54081,16.0
Randolph County,54083,13.94
Ritchie County,54085,15.8
Roane County,54087,16.29
Summers County,54089,16.41
Taylor County,54091,14.78
Tucker County,54093,14.25
Tyler County,54095,15.03
Upshur County,54097,14.24
Wayne County,54099,17.29
Webster County,54101,15.89
Wetzel County,54103,15.07
Wirt County,54105,15.6
Wood County,54107,15.27
Wyoming County,54109,16.85
Adams County,55001,13.12
Ashland County,55003,12.48
Barron County,55005,11.9
Bayfield County,55007,12.1
Brown County,55009,12.72
Buffalo County,55011,11.83
Burnett County,55013,12.66
Calumet County,55015,12.36
Chippewa County,55017,12.03
Clark County,55019,13.18
Columbia County,55021,12.25
Crawford County,55023,12.25
Dane County,55025,10.7
Dodge County,55027,12.83
Door County,55029,11.57
Douglas County,55031,12.72
Dunn County,55033,11.96
Eau Claire County,55035,10.84
Florence County,55037,12.82
Fond du Lac County,55039,12.36
Forest County,55041,14.03
Grant County,55043,12.22
Green County,55045,11.83
Green Lake County,55047,12.03
Iowa County,55049,11.78
Iron County,55051,12.68
Jackson County,55053,12.66
Jefferson County,55055,12.45
Juneau County,55057,12.91
Kenosha County,55059,13.51
Kewaunee County,55061,12.75
La Crosse County,55063,10.63
Lafayette County,55065,12.63
Langlade County,55067,12.63
Lincoln County,55069,12.15
Manitowoc County,55071,12.73
Marathon County,55073,12.07
Marinette County,55075,12.86
Marquette County,55077,12.77
Menominee County,55078,20.86
Milwaukee County,55079,14.99
Monroe County,55081,12.47
Oconto County,55083,12.6
Oneida County,55085,10.99
Outagamie County,55087,11.99
Ozaukee County,55089,10.2
Pepin County,55091,11.94
Pierce County,55093,11.45
Polk County,55095,11.64
Portage County,55097,12.21
Price County,55099,12.42
Racine County,55101,13.81
Richland County,55103,12.1
Rock County,55105,13.21
Rusk County,55107,12.33
Saint Croix County,55109,11.31
Sauk County,55111,12.19
Sawyer County,55113,12.6
Shawano County,55115,12.87
Sheboygan County,55117,12.92
Taylor County,55119,12.58
Trempealeau County,55121,12.06
Vernon County,55123,11.76
Vilas County,55125,12.36
Walworth County,55127,12.64
Washburn County,55129,11.73
Washington County,55131,11.91
Waukesha County,55133,10.15
Waupaca County,55135,12.48
Waushara County,55137,12.73
Winnebago County,55139,12.1
Wood County,55141,11.41
Albany County,56001,11.61
Big Horn County,56003,12.1
Campbell County,56005,12.04
Carbon County,56007,12.77
Converse County,56009,11.93
Crook County,56011,11.26
Fremont County,56013,12.91
Goshen County,56015,12.48
Hot Springs County,56017,11.41
Johnson County,56019,11.17
Laramie County,56021,12.17
Lincoln County,56023,11.54
Natrona County,56025,12.48
Niobrara County,56027,12.22
Park County,56029,10.66
Platte County,56031,11.86
Sheridan County,56033,11.0
Sublette County,56035,11.27
Sweetwater County,56037,13.17
Teton County,56039,9.25
Uinta County,56041,12.39
Washakie County,56043,12.12
Weston County,56045,11.88
