FIPS,Male_Obesity_%,Female_Obesity_%
39095,38.91,42.15
39097,39.2,39.13
39099,36.5,36.94
39101,38.68,41.3
39103,35.26,33.15
39105,40.23,42.94
39107,36.51,36.18
39109,37.13,37.76
39111,40.19,43.18
39113,36.76,38.97
39115,39.28,42.39
39117,38.07,41.62
39119,35.59,41.96
39121,42.68,44.4
39123,40.41,40.72
39125,37.98,40.28
39127,38.76,43.67
39129,41.43,42.66
39131,38.88,46.14
39133,37.11,36.16
39135,37.06,37.99
39137,39.35,37.82
39139,38.46,41.78
39141,36.63,44.72
39143,38.35,43.0
39145,42.57,44.29
39147,37.89,41.1
39149,37.27,38.64
39151,38.75,39.53
39153,35.79,35.7
39155,35.76,39.0
39157,40.34,40.08
39159,40.33,37.28
39161,37.06,39.64
39163,39.72,45.84
39165,35.55,30.77
39167,41.46,37.35
39169,38.7,36.35
39171,37.19,36.65
39173,38.4,39.19
39175,38.95,38.4
40001,40.94,45.88
40003,37.74,39.34
40005,39.58,41.84
40007,36.88,36.91
40009,38.28,37.92
40011,40.67,39.18
40013,38.79,38.68
40015,40.72,42.62
40017,37.15,35.97
40019,37.96,39.09
40021,39.49,43.1
40023,39.52,42.63
40025,38.51,40.23
40027,37.26,36.81
40029,41.89,44.43
40031,36.62,42.74
40033,38.76,41.38
40035,40.48,44.95
40037,37.95,42.73
40039,37.72,38.1
40041,40.41,41.08
40043,37.51,37.34
40045,34.84,34.84
40047,37.77,39.57
40049,40.94,39.5
40051,40.22,43.83
40053,39.05,39.49
40055,38.04,41.07
40057,38.45,43.59
40059,36.28,36.44
40061,40.9,42.57
40063,44.23,45.7
40065,34.78,40.83
40067,38.93,41.31
40069,40.45,40.93
40071,39.63,41.85
40073,38.69,37.44
40075,37.72,40.52
40077,38.06,39.9
40079,37.92,39.81
40081,37.83,41.77
40083,40.33,41.02
40085,37.89,38.98
40087,38.84,39.13
40089,40.65,43.28
40091,41.34,42.01
40093,37.46,36.78
40095,39.99,39.96
40097,40.92,42.2
40099,43.35,40.84
40101,36.23,42.25
40103,39.27,40.11
40105,39.56,44.97
40107,41.38,46.2
40109,35.96,38.0
40111,38.18,42.41
40113,37.93,43.87
40115,38.56,44.34
40117,37.43,41.41
40119,36.43,36.34
40121,40.86,40.2
40123,40.27,41.39
40125,40.41,43.01
40127,40.03,42.32
40129,36.3,36.25
40131,36.8,39.39
40133,43.43,43.58
40135,39.83,42.46
40137,37.09,38.41
40139,37.07,39.0
40141,38.46,44.33
40143,34.04,37.33
40145,37.1,38.8
40147,35.84,39.3
40149,39.38,37.46
40151,35.77,36.81
40153,36.44,36.22
41001,35.73,35.25
41003,31.81,31.87
41005,35.02,31.48
41007,35.52,35.0
41009,38.23,37.43
41011,36.84,41.52
41013,35.1,35.8
41015,36.84,36.71
41017,27.35,28.46
41019,35.25,40.97
41021,39.39,36.7
41023,34.88,34.88
41025,34.97,35.15
41027,34.77,35.55
41029,31.84,32.34
41031,35.41,41.94
41033,36.04,36.58
41035,31.48,37.16
41037,33.33,35.16
41039,33.0,33.89
41041,35.95,38.04
41043,34.79,38.52
41045,35.68,38.9
41047,36.2,40.18
41049,40.34,40.64
41051,27.72,32.18
41053,38.81,39.25
41055,39.27,36.78
41057,37.05,35.8
41059,39.7,43.18
41061,35.61,35.62
41063,35.07,35.5
41065,40.04,39.99
41067,31.95,31.93
41069,35.56,35.63
41071,37.44,36.31
42001,36.73,37.76
42003,35.47,35.46
42005,39.03,38.31
42007,38.43,40.8
42009,40.81,40.5
42011,36.15,37.5
42013,38.3,42.8
42015,36.78,41.33
42017,32.55,30.4
42019,36.22,36.21
42021,42.1,42.36
42023,39.14,40.02
42025,37.75,39.6
42027,32.39,37.57
42029,31.82,29.46
42031,37.59,38.31
42033,38.29,40.04
42035,37.42,41.21
42037,38.5,42.38
42039,33.88,40.01
42041,34.31,33.74
42043,35.86,42.68
42045,32.89,34.04
42047,36.56,36.74
42049,34.04,39.61
42051,41.16,42.9
42053,39.36,42.25
42055,38.49,39.75
42057,39.77,41.44
42059,39.28,44.22
42061,37.37,39.77
42063,37.59,38.14
42065,36.66,37.11
42067,39.43,43.84
42069,33.73,34.93
42071,35.72,39.38
42073,37.92,39.36
42075,39.41,39.48
42077,34.32,37.3
42079,37.69,37.09
42081,36.92,40.86
42083,37.78,36.61
42085,37.04,39.07
42087,39.79,41.57
42089,35.23,36.82
42091,30.71,29.99
42093,25.2,30.65
42095,35.98,37.5
42097,40.67,43.04
42099,36.68,43.3
42101,32.66,43.93
42103,36.64,36.11
42105,37.64,39.96
42107,39.18,41.37
42109,39.99,41.56
42111,39.16,43.67
42113,38.27,41.58
42115,37.25,39.26
42117,37.91,41.1
42119,35.45,39.25
42121,36.49,40.43
42123,36.27,37.94
42125,39.35,38.12
42127,35.91,36.69
42129,36.26,35.15
42131,36.74,40.68
42133,39.31,38.7
44001,30.28,27.26
44003,33.77,33.43
44005,29.37,27.29
44007,33.92,36.16
44009,29.98,27.79
45001,38.54,42.5
45003,37.91,42.23
45005,43.17,57.95
45007,35.38,38.2
45009,41.55,54.15
45011,41.99,48.71
45013,29.7,28.33
45015,37.45,48.56
45017,39.14,47.52
45019,30.27,36.39
45021,35.18,43.78
45023,39.79,46.4
45025,36.74,44.67
45027,41.01,51.96
45029,38.28,49.57
45031,34.27,47.03
45033,41.3,52.62
45035,36.39,37.85
45037,40.83,47.0
45039,40.91,49.96
45041,34.86,46.53
45043,35.55,42.95
45045,34.36,35.44
45047,38.83,41.96
45049,42.23,51.19
45051,36.57,36.66
45053,40.25,51.21
45055,33.8,42.04
45057,36.99,41.68
45059,39.96,46.31
45061,39.21,56.05
45063,35.26,39.35
45065,41.29,48.76
45067,37.03,51.08
45069,40.79,54.27
45071,41.08,45.4
45073,36.01,38.14
45075,39.35,52.29
45077,33.9,34.91
45079,33.32,41.21
45081,39.08,42.5
45083,32.87,36.94
45085,37.7,46.36
45087,40.3,45.33
45089,40.65,55.08
45091,34.59,36.85
46003,37.91,36.16
46005,40.74,35.53
46007,37.2,47.96
46009,37.67,36.84
46011,33.28,33.42
46013,35.13,35.53
46015,35.64,36.1
46017,38.32,53.61
46019,35.32,35.99
46021,38.48,37.72
46023,37.07,41.9
46025,37.15,35.32
46027,37.0,35.18
46029,35.39,34.5
46031,37.46,49.23
46033,35.32,33.94
46035,40.28,35.67
46037,36.17,37.64
46039,36.77,36.08
46041,41.0,53.21
46043,40.85,38.9
46045,36.95,36.57
46047,35.21,35.6
46049,37.85,37.62
46051,37.42,36.55
46053,36.17,37.59
46055,33.16,32.56
46057,36.5,36.18
46059,37.42,34.88
46061,38.76,35.89
46063,37.02,37.48
46065,35.96,36.13
46067,38.96,37.39
46069,38.09,38.34
46071,38.37,46.55
46073,37.04,35.66
46075,36.64,36.48
46077,36.4,34.31
46079,34.99,33.51
46081,32.62,30.53
46083,34.43,33.34
46085,38.02,43.64
46087,35.82,34.22
46089,39.7,40.76
46091,37.16,38.24
46093,33.55,34.4
46095,38.86,49.06
46097,34.67,33.76
46099,36.5,34.53
46101,35.61,35.79
46103,33.83,32.14
46105,36.51,37.02
46107,35.82,34.99
46109,37.59,41.68
46111,39.63,36.77
46113,40.05,57.74
46115,37.5,35.48
46117,36.43,35.71
46119,36.38,35.34
46121,38.75,55.27
46123,36.51,38.2
46125,38.08,35.02
46127,36.44,35.05
46129,36.94,38.37
46135,37.04,33.57
46137,38.58,54.12
47001,36.02,37.72
47003,40.82,42.75
47005,40.45,41.52
47007,41.16,42.27
47009,34.85,37.44
47011,36.77,38.12
47013,40.47,44.28
47015,38.84,42.48
47017,38.41,45.56
47019,36.74,41.32
47021,38.15,38.61
47023,39.37,46.5
47025,40.24,41.0
47027,41.69,45.11
47029,38.51,43.11
47031,37.0,41.16
47033,38.18,44.96
47035,37.56,35.23
47037,32.02,38.39
47039,39.14,41.34
47041,39.95,41.57
47043,37.56,39.07
47045,37.57,43.93
47047,38.95,44.59
47049,43.07,41.96
47051,38.08,40.12
47053,38.27,43.92
47055,40.81,42.6
47057,40.86,41.09
47059,35.67,44.14
47061,42.63,44.8
47063,37.16,39.72
47065,36.24,36.57
47067,40.2,45.18
47069,41.55,52.14
47071,37.01,41.41
47073,37.46,42.03
47075,39.99,51.96
47077,38.71,43.38
47079,36.93,41.64
47081,40.71,40.78
47083,39.22,40.83
47085,39.32,39.07
47087,41.91,43.8
47089,37.51,35.39
47091,37.86,42.61
47093,33.46,35.26
47095,43.42,52.09
47097,40.72,49.85
47099,39.16,39.43
47101,40.47,40.96
47103,39.78,40.48
47105,35.97,37.06
47107,37.48,40.4
47109,37.28,43.65
47111,40.09,42.28
47113,34.98,45.98
47115,40.05,39.74
47117,40.84,41.13
47119,39.25,40.22
47121,40.07,41.63
47123,37.52,43.79
47125,36.32,39.26
47127,40.53,41.01
47129,39.74,39.92
47131,39.55,42.75
47133,41.38,41.77
47135,40.65,40.65
47137,40.02,41.61
47139,36.61,39.1
47141,38.45,36.55
47143,40.04,41.91
47145,38.02,39.78
47147,38.55,38.72
47149,35.5,39.1
47151,39.4,42.36
47153,40.75,40.58
47155,35.62,35.84
47157,35.13,44.59
47159,40.11,39.75
47161,38.24,37.5
47163,36.73,38.31
47165,35.99,35.63
47167,37.8,41.63
47169,39.58,41.67
47171,37.39,41.96
47173,41.21,42.09
47175,40.59,40.18
47177,39.82,40.65
47179,31.84,37.18
47181,38.42,40.12
47183,37.31,42.54
47185,39.54,37.93
47187,30.64,28.92
47189,35.68,38.28
48001,38.22,38.12
48003,39.61,41.62
48005,37.69,42.16
48007,37.09,39.82
48009,37.58,37.05
48011,35.85,35.31
48013,35.79,41.89
48015,37.71,39.03
48017,37.79,41.57
48019,38.45,36.55
48021,36.47,38.37
48023,35.24,37.37
48025,39.06,43.45
48027,33.61,37.67
48029,37.44,41.11
48031,33.78,32.68
48033,36.49,37.08
48035,37.53,38.72
48037,38.74,38.28
48039,33.91,35.92
48041,34.95,36.84
48043,34.82,36.69
48045,37.09,38.77
48047,42.29,50.91
48049,36.89,37.37
48051,40.03,41.01
48053,34.72,34.52
48055,36.92,43.12
48057,37.31,39.86
48059,38.2,35.74
48061,41.91,46.69
48063,40.1,43.38
48065,37.51,35.43
48067,39.97,41.39
48069,38.28,41.93
48071,36.79,38.07
48073,37.94,43.14
48075,35.78,39.48
48077,37.6,36.03
48079,38.82,43.76
48081,35.75,37.55
48083,38.78,39.12
48085,29.51,29.69
48087,38.68,41.21
48089,35.72,41.95
48091,35.08,33.71
48093,38.38,39.25
48095,33.54,40.75
48097,38.93,38.82
48099,35.17,38.51
48101,39.31,43.58
48103,39.96,41.31
48105,41.97,44.62
48107,37.89,43.51
48109,37.21,46.0
48111,38.1,39.35
48113,35.16,39.41
48115,40.26,45.08
48117,38.11,43.83
48119,37.33,40.64
48121,36.21,35.48
48123,38.94,39.78
48125,38.74,42.94
48127,43.24,48.15
48129,37.61,38.79
48131,39.06,43.79
48133,40.71,39.01
48135,38.87,43.38
48137,37.25,43.34
48139,37.23,38.69
48141,35.93,40.41
48143,37.03,37.52
48145,37.96,45.66
48147,36.65,38.56
48149,36.22,39.78
48151,35.96,36.99
48153,38.38,41.92
48155,39.14,42.55
48157,32.63,32.0
48159,38.63,39.19
48161,38.67,40.54
48163,37.22,47.29
48165,42.27,46.66
48167,33.33,37.33
48169,40.26,47.25
48171,33.27,32.99
48173,36.83,36.42
48175,35.98,36.11
48177,38.81,45.48
48179,39.05,39.03
48181,34.86,35.69
48183,39.67,40.97
48185,41.33,43.12
48187,37.48,41.27
48189,38.72,41.7
48191,38.87,43.25
48193,36.32,36.47
48195,39.59,38.72
48197,34.82,38.84
48199,37.83,41.89
48201,35.04,38.62
48203,42.54,42.91
48205,39.17,39.38
48207,37.29,41.2
48209,35.08,36.36
48211,37.66,38.06
48213,37.66,39.64
48215,44.15,49.42
48217,37.97,41.7
48219,38.33,40.19
48221,36.91,35.9
48223,41.23,42.2
48225,39.1,41.62
48227,38.75,42.23
48229,39.09,49.13
48231,38.39,41.26
48233,41.07,37.55
48235,37.47,38.28
48237,39.23,39.27
48239,38.36,42.2
48241,37.1,42.18
48243,33.98,37.04
48245,37.03,43.0
48247,41.55,46.74
48249,38.59,45.22
48251,39.52,37.73
48253,40.63,44.36
48255,38.54,43.43
48257,38.62,40.02
48259,31.49,29.36
48261,38.04,42.61
48263,35.31,35.7
48265,32.72,34.43
48267,37.6,40.26
48269,36.77,37.76
48271,39.62,45.38
48273,36.06,42.77
48275,37.1,42.27
48277,36.04,37.07
48279,37.87,42.0
48281,35.83,37.01
48283,43.0,51.23
48285,37.68,40.09
48287,38.57,39.54
48289,39.47,38.25
48291,39.35,43.98
48293,38.52,42.49
48295,36.0,37.16
48297,37.16,40.75
48299,36.57,33.61
48301,36.41,37.82
48303,34.63,37.34
48305,37.63,41.47
48307,37.97,39.26
48309,35.44,41.48
48311,38.85,39.21
48313,40.64,42.81
48315,42.07,45.31
48317,38.25,40.95
48319,36.77,36.1
48321,37.72,40.92
48323,42.88,48.42
48325,37.0,41.38
48327,36.82,39.48
48329,37.39,35.25
48331,38.21,41.69
48333,36.56,37.86
48335,37.87,41.75
48337,38.49,38.19
48339,36.58,35.21
48341,39.09,41.12
48343,39.04,41.84
48345,35.44,36.56
48347,37.67,41.56
48349,37.48,43.82
48351,41.03,44.11
48353,37.81,40.08
48355,35.71,40.42
48357,39.46,40.34
48359,37.93,39.05
48361,38.01,42.63
48363,38.71,40.12
48365,40.96,42.6
48367,37.85,35.82
48369,39.05,43.76
48371,40.02,40.41
48373,39.5,44.15
48375,35.69,41.97
48377,38.28,46.6
48379,40.49,40.94
48381,32.39,31.18
48383,41.22,42.35
48385,38.35,40.64
48387,41.31,44.0
48389,41.35,48.49
48391,38.64,41.71
48393,36.09,33.39
48395,40.23,43.22
48397,33.7,32.83
48399,38.39,40.74
48401,40.04,44.08
48403,39.81,41.83
48405,41.05,46.19
48407,40.46,42.67
48409,38.99,43.02
48411,35.5,36.54
48413,35.86,38.82
48415,38.23,39.28
48417,38.12,36.87
48419,41.13,44.88
48421,39.44,39.22
48423,34.8,37.0
48425,35.51,34.31
48427,46.21,55.67
48429,39.06,38.81
48431,39.53,40.89
48433,36.76,37.83
48435,37.99,41.18
48437,37.82,40.82
48439,35.69,37.46
48441,35.7,35.7
48443,36.59,38.5
48445,39.72,44.31
48447,38.98,39.45
48449,37.6,40.76
48451,35.26,38.11
48453,29.31,33.54
48455,40.59,42.5
48457,38.01,43.36
48459,40.68,40.15
48461,38.45,40.32
48463,37.83,43.05
48465,39.32,46.24
48467,39.43,41.19
48469,36.47,37.53
48471,39.69,41.37
48473,40.24,42.64
48475,40.32,43.43
48477,38.02,39.04
48479,44.34,45.71
48481,38.8,43.4
48483,36.09,36.26
48485,35.94,37.89
48487,37.73,41.46
48489,43.82,50.75
48491,33.55,32.89
48493,36.78,39.98
48495,41.51,44.76
48497,39.14,38.73
48499,40.18,39.12
48501,39.77,42.26
48503,38.05,38.15
48505,45.19,51.34
48507,39.83,49.13
49001,32.9,33.41
49003,37.07,36.91
49005,32.37,34.09
49007,34.55,34.66
49009,34.26,33.9
49011,33.43,31.64
49013,33.72,34.19
49015,36.84,35.37
49017,33.93,33.82
49019,32.19,29.73
49021,33.25,34.23
49023,36.62,35.77
49025,32.15,30.91
49027,33.19,34.19
49029,28.69,27.57
49031,36.35,37.29
49033,31.25,30.3
49035,30.88,32.53
49037,34.13,42.81
49039,34.2,34.64
49041,34.61,35.01
49043,22.42,20.04
49045,38.41,37.34
49047,37.11,35.87
49049,34.46,31.33
49051,31.02,27.51
49053,33.02,31.0
49055,31.98,30.79
49057,33.5,35.53
50001,27.86,29.35
50003,29.21,30.4
50005,30.09,35.53
50007,26.46,26.42
50009,34.9,39.12
50011,35.38,36.83
50013,33.6,31.59
50015,30.33,31.86
50017,31.46,34.19
50019,34.62,35.76
50021,31.71,33.41
50023,27.15,28.48
50025,28.97,29.32
50027,30.2,29.66
51001,40.97,45.34
51003,29.62,29.22
51005,37.33,36.73
51007,41.77,42.93
51009,37.52,40.92
51011,39.18,41.08
51013,26.07,24.3
51015,34.62,38.37
51017,36.61,37.75
51019,34.14,33.89
51021,37.61,35.51
51023,34.98,32.65
51025,43.16,51.51
51027,44.04,42.53
51029,42.82,46.61
51031,37.59,39.91
51033,39.44,42.17
51035,38.31,42.04
51036,42.68,49.85
51037,42.25,45.12
51041,34.4,34.16
51043,38.05,34.52
51045,35.02,33.7
51047,39.01,36.91
51049,39.08,42.64
51051,44.27,41.69
51053,41.12,45.66
51057,38.77,42.85
51059,25.71,26.48
51061,37.12,31.68
51063,35.31,38.04
51065,38.67,36.35
51067,34.63,37.04
51069,37.39,36.55
51071,38.93,36.66
51073,34.9,36.49
51075,33.89,33.39
51077,38.4,41.07
51079,38.21,38.37
51081,41.25,51.19
51083,41.25,44.83
51085,34.03,33.65
51087,30.62,35.87
51089,37.35,43.72
51091,38.96,40.5
51093,38.31,40.56
51095,32.66,32.84
51097,39.78,44.73
51099,36.92,35.42
51101,36.31,38.69
51103,36.06,42.72
51105,39.71,42.18
51107,28.9,28.23
51109,39.3,37.97
51111,43.5,46.43
51113,38.21,38.81
51115,37.21,38.08
51117,42.35,44.19
51119,35.82,37.82
51121,30.35,36.09
51125,35.27,37.56
51127,36.49,38.86
51131,39.47,43.6
51133,36.61,40.53
51135,41.83,47.43
51137,39.07,38.28
51139,39.99,43.23
51141,36.92,41.44
51143,38.27,41.16
51145,39.07,36.88
51147,40.25,46.06
51149,40.28,42.81
51153,34.15,35.56
51155,35.79,38.03
51157,38.31,36.41
51159,40.6,44.98
51161,31.63,30.54
51163,36.09,37.97
51165,36.55,38.72
51167,43.02,40.85
51169,39.95,42.24
51171,36.05,38.54
51173,40.54,39.78
51175,40.57,45.85
51177,37.59,36.12
51179,36.63,34.99
51181,42.06,47.68
51183,44.23,53.27
51185,42.33,37.9
51187,37.42,36.98
51191,36.47,36.35
51193,40.96,43.49
51195,44.93,42.31
51197,36.91,39.77
51199,31.16,33.85
51510,25.67,26.9
51515,34.8,37.15
51520,41.7,42.0
51530,39.27,42.49
51540,23.14,27.72
51550,36.86,38.17
51570,33.42,34.16
51580,38.07,38.67
51590,36.0,44.6
51595,40.8,50.81
51600,22.02,22.85
51610,19.55,17.62
51620,38.36,46.54
51630,31.14,34.28
51640,33.37,38.44
51650,36.92,48.2
51660,32.05,38.51
51670,43.92,46.85
51678,33.91,40.24
51680,32.64,41.08
51683,33.49,36.08
51685,35.43,37.57
51690,30.23,39.28
51700,36.96,44.29
51710,38.74,47.03
51720,37.85,34.45
51730,42.33,55.43
51735,32.41,36.52
51740,43.69,49.39
51750,29.68,36.3
51760,31.63,43.51
51770,37.34,43.17
51775,33.22,33.96
51790,33.01,42.26
51800,38.94,42.84
51810,32.49,36.09
51820,31.78,41.37
51830,32.17,35.0
51840,31.26,33.98
53001,44.63,45.15
53003,36.76,37.86
53005,37.03,37.19
53007,32.27,32.75
53009,32.06,35.16
53011,34.34,37.0
53013,39.46,40.38
53015,41.44,42.09
53017,33.72,39.91
53019,36.98,38.73
53021,42.48,44.46
53023,35.05,35.74
53025,40.58,41.52
53027,39.13,42.83
53029,31.12,31.95
53031,31.69,31.09
53033,28.08,29.39
53035,34.83,35.96
53037,31.9,35.23
53039,37.13,35.02
53041,41.2,40.25
53043,36.85,37.55
53045,38.96,37.68
53047,32.64,39.94
53049,40.23,42.75
53051,35.42,37.32
53053,38.83,38.78
53055,25.09,26.04
53057,33.79,36.48
53059,37.62,37.99
53061,35.09,35.98
53063,34.08,34.91
53065,35.26,36.33
53067,36.33,35.23
53069,37.8,36.84
53071,36.09,35.48
53073,31.15,32.2
53075,34.37,36.56
53077,38.24,43.72
54001,39.69,41.88
54003,38.64,41.49
54005,43.37,44.81
54007,38.64,42.9
54009,40.45,39.51
54011,40.27,41.17
54013,41.18,45.88
54015,41.67,49.24
54017,41.33,41.12
54019,38.85,42.92
54021,39.46,44.25
54023,37.27,42.15
54025,35.67,36.51
54027,39.74,41.78
54029,38.97,42.13
54031,35.98,41.14
54033,38.35,37.94
54035,39.89,42.28
54037,39.5,35.48
54039,35.36,39.97
54041,38.7,38.9
54043,45.9,47.92
54045,41.84,48.09
54047,45.96,47.13
54049,39.24,43.05
54051,36.2,41.98
54053,43.78,42.64
54055,39.68,38.74
54057,38.3,41.29
54059,41.52,46.51
54061,28.53,34.53
54063,39.83,38.82
54065,38.04,40.05
54067,37.56,41.77
54069,34.28,36.15
54071,34.65,38.8
54073,39.18,35.95
54075,36.46,37.67
54077,36.74,42.39
54079,39.1,39.09
54081,37.29,42.41
54083,36.14,39.54
54085,38.73,39.85
54087,41.68,46.54
54089,39.0,43.52
54091,38.73,43.5
54093,36.79,39.18
54095,40.5,40.15
54097,37.37,38.52
54099,41.41,45.96
54101,40.17,44.41
54103,40.23,40.7
54105,38.68,39.97
54107,39.22,37.51
54109,41.18,44.99
55001,40.09,39.99
55003,36.47,34.85
55005,35.63,36.95
55007,37.19,35.38
55009,36.38,34.95
55011,39.33,35.78
55013,34.77,35.2
55015,38.99,35.98
55017,34.79,36.88
55019,36.68,39.45
55021,38.98,37.01
55023,35.56,32.87
55025,31.0,31.76
55027,40.1,41.18
55029,34.91,35.66
55031,35.77,36.51
55033,36.8,37.2
55035,34.5,34.18
55037,35.6,35.88
55039,39.47,38.74
55041,36.23,38.69
55043,35.95,34.84
55045,36.69,33.35
55047,39.55,38.16
55049,35.67,33.73
55051,37.98,34.52
55053,38.4,41.25
55055,36.24,38.29
55057,37.69,40.22
55059,35.06,37.22
55061,37.9,36.47
55063,34.51,31.8
55065,36.82,35.09
55067,37.31,37.34
55069,37.74,35.63
55071,37.44,34.68
55073,34.01,32.15
55075,37.09,35.65
55077,41.19,38.69
55078,35.95,49.95
55079,33.81,41.96
55081,37.09,36.95
55083,37.28,36.65
55085,35.64,33.04
55087,36.6,35.49
55089,30.69,28.63
55091,37.67,35.45
55093,37.04,33.34
55095,37.41,33.28
55097,35.84,35.1
55099,34.91,35.51
55101,37.6,38.12
55103,34.79,37.43
55105,36.56,36.28
55107,36.44,37.57
55109,37.73,32.63
55111,35.31,38.53
55113,35.53,37.41
55115,36.73,36.82
55117,35.26,32.49
55119,35.8,37.25
55121,40.53,37.84
55123,35.07,36.39
55125,35.28,32.72
55127,35.57,33.51
55129,36.53,34.7
55131,34.61,35.01
55133,32.46,29.48
55135,36.54,36.8
55137,39.27,38.54
55139,37.4,36.22
55141,33.1,34.66
56001,25.69,31.39
56003,36.2,33.92
56005,40.47,37.03
56007,35.23,36.95
56009,36.48,37.02
56011,35.81,35.53
56013,31.86,34.24
56015,36.47,36.66
56017,32.29,35.67
56019,34.66,31.43
56021,32.14,33.15
56023,32.58,28.98
56025,33.99,34.41
56027,36.65,36.96
56029,28.15,27.34
56031,31.7,34.03
56033,33.45,30.27
56035,29.82,27.95
56037,34.73,36.01
56039,21.6,19.6
56041,36.55,34.75
56043,32.4,34.67
56045,36.82,35.9
2911,38.97,41.88
2911,38.97,41.88
